page_id,language,module_class,symbol,original_signature,purpose,used_in_task,verification_status,source_line,parameters_verbatim,returns_verbatim,kind,source_url
contents/reference/Python/tf.md,Python,TF,get_latest_timestamp,get_latest_timestamp() [heading; full declaration NOT DOCUMENTED; SDK UNVERIFIED],获取指定坐标系的最新时间戳,NO,DOCUMENTED_PARAMETERS; SDK_UNVERIFIED,369,- `frame_id`：坐标系ID（字符串）,`int`，最新时间戳（纳秒），失败时抛出异常,method,https://support.agibot.com/?gdk_version=2.6.3#contents/reference/Python/tf.md
contents/reference/Python/tf.md,Python,TF,clear,clear() [heading; full declaration NOT DOCUMENTED; SDK UNVERIFIED],清空TF缓存中的所有变换关系,NO,DOCUMENTED_PARAMETERS; SDK_UNVERIFIED,401,无,无,method,https://support.agibot.com/?gdk_version=2.6.3#contents/reference/Python/tf.md
contents/reference/Python/robot.md,Python,Robot,get_joint_states,get_joint_states() [heading; full declaration NOT DOCUMENTED; SDK UNVERIFIED],获取关节状态信息,YES_READ_ONLY_DOC_IMPLEMENTED,DOCUMENTED_PARAMETERS; SDK_UNVERIFIED,13,无,`dict`，包含以下属性：,method,https://support.agibot.com/?gdk_version=2.6.3#contents/reference/Python/robot.md
contents/reference/Python/robot.md,Python,Robot,get_whole_body_status,get_whole_body_status() [heading; full declaration NOT DOCUMENTED; SDK UNVERIFIED],获取全身状态信息,NO,DOCUMENTED_PARAMETERS; SDK_UNVERIFIED,76,无,`dict`，包含以下属性：,method,https://support.agibot.com/?gdk_version=2.6.3#contents/reference/Python/robot.md
contents/reference/Python/robot.md,Python,Robot,get_motion_control_status,get_motion_control_status() [heading; full declaration NOT DOCUMENTED; SDK UNVERIFIED],获取末端运动控制状态,NO,DOCUMENTED_PARAMETERS; SDK_UNVERIFIED,173,无,`MotionControlStatus`对象，包含以下属性：,method,https://support.agibot.com/?gdk_version=2.6.3#contents/reference/Python/robot.md
contents/reference/Python/robot.md,Python,Robot,get_end_state,get_end_state() [heading; full declaration NOT DOCUMENTED; SDK UNVERIFIED],获取末端执行器状态信息,NO,DOCUMENTED_PARAMETERS; SDK_UNVERIFIED,234,无,`dict`，包含以下属性：,method,https://support.agibot.com/?gdk_version=2.6.3#contents/reference/Python/robot.md
contents/reference/Python/robot.md,Python,Robot,get_chassis_power_state,get_chassis_power_state() [heading; full declaration NOT DOCUMENTED; SDK UNVERIFIED],获取底盘电源状态,NO,DOCUMENTED_PARAMETERS; SDK_UNVERIFIED,335,NOT DOCUMENTED,`ChassisPowerState`对象，包含以下属性：,method,https://support.agibot.com/?gdk_version=2.6.3#contents/reference/Python/robot.md
contents/reference/Python/robot.md,Python,Robot,get_chest_power_state,get_chest_power_state() [heading; full declaration NOT DOCUMENTED; SDK UNVERIFIED],获取胸部电源状态,NO,DOCUMENTED_PARAMETERS; SDK_UNVERIFIED,399,NOT DOCUMENTED,`ChestPowerState`对象，包含以下属性：,method,https://support.agibot.com/?gdk_version=2.6.3#contents/reference/Python/robot.md
contents/reference/Python/robot.md,Python,Robot,joint_control_request,joint_control_request() [heading; full declaration NOT DOCUMENTED; SDK UNVERIFIED],关节位置规划控制接口，执行到目标位置后，接口返回。,CANDIDATE; RUNTIME_DISPATCH_BLOCKED; NO_VENDOR_CALL,DOCUMENTED_PARAMETERS; SDK_UNVERIFIED,457,`JointControlReq`对象，包含以下属性： | 属性名 | 类型 | 描述 | 单位 | | :--- | :--- | :--- | :--- | | `life_time` | `float` | 生命周期 | 秒 | | `joint_names` | `list[str]` | 关节名称列表 | 字符串列表 | | `joint_positions` | `list[float]` | 关节位置列表 | 弧度 | | `joint_velocities` | `list[float]` | 关节速度列表 | 弧度/秒 | | `detail` | `str` | 详细信息 | 字符串 |,`int`，0表示成功，失败时抛出异常,method,https://support.agibot.com/?gdk_version=2.6.3#contents/reference/Python/robot.md
contents/reference/Python/robot.md,Python,Robot,move_head_joint,move_head_joint() [heading; full declaration NOT DOCUMENTED; SDK UNVERIFIED],头部关节位置规划控制接口，执行到目标位置后，接口返回。,NO,DOCUMENTED_PARAMETERS; SDK_UNVERIFIED,537,"- `positions`：`list[float]`，头部关节位置列表，按照""idx11_head_joint1"", ""idx12_head_joint2"", ""idx13_head_joint3""顺序 - `velocities`：`list[float]`，头部关节速度列表（弧度/秒），按照""idx11_head_joint1"", ""idx12_head_joint2"", ""idx13_head_joint3""顺序",`int`，0表示成功，失败时抛出异常,method,https://support.agibot.com/?gdk_version=2.6.3#contents/reference/Python/robot.md
contents/reference/Python/robot.md,Python,Robot,move_waist_joint,move_waist_joint() [heading; full declaration NOT DOCUMENTED; SDK UNVERIFIED],腰部关节位置规划控制接口，执行到目标位置后，接口返回。,NO,DOCUMENTED_PARAMETERS; SDK_UNVERIFIED,577,"- `positions`：`list[float]`，腰部关节位置列表，按照""idx01_body_joint1"", ""idx02_body_joint2"", ""idx03_body_joint3"", ""idx04_body_joint4"", ""idx05_body_joint5""顺序 - `velocities`：`list[float]`，腰部关节速度列表（弧度/秒），按照""idx01_body_joint1"", ""idx02_body_joint2"", ""idx03_body_joint3"", ""idx04_body_joint4"", ""idx05_body_joint5""顺序",`int`，0表示成功，失败时抛出异常,method,https://support.agibot.com/?gdk_version=2.6.3#contents/reference/Python/robot.md
contents/reference/Python/robot.md,Python,Robot,move_arm_joint,move_arm_joint() [heading; full declaration NOT DOCUMENTED; SDK UNVERIFIED],手臂关节位置规划控制接口，执行到目标位置后，接口返回。,NO,DOCUMENTED_PARAMETERS; SDK_UNVERIFIED,617,"- `positions`：`list[float]`，手臂关节位置列表，按照""idx21_arm_l_joint1"", ""idx22_arm_l_joint2"", ""idx23_arm_l_joint3"", ""idx24_arm_l_joint4"", ""idx25_arm_l_joint5"", ""idx26_arm_l_joint6"", ""idx27_arm_l_joint7"", ""idx61_arm_r_joint1"", ""idx62_arm_r_joint2"", ""idx63_arm_r_joint3"", ""idx64_arm_r_joint4"", ""idx65_arm_r_joint5"", ""idx66_arm_r_joint6"", ""idx67_arm_r_joint7""顺序 - `velocities`：`list[float]`，手臂关节速度列表（弧度/秒），按照""idx21_arm_l_joint1"", ""idx22_arm_l_joint2"", ""idx23_arm_l_joint3"", ""idx24_arm_l_joint4"", ""idx25_arm_l_joint5"", ""idx26_arm_l_joint6"", ""idx27_arm_l_joint7"", ""idx61_arm_r_joint1"", ""idx62_arm_r_joint2"", ""idx63_arm_r_joint3"", ""idx64_arm_r_joint4"", ""idx65_arm_r_joint5"", ""idx66_arm_r_joint6"", ""idx67_arm_r_joint7""顺序 - `control_group`：`int`，控制组，0表示控制左臂，1表示控制右臂，2表示控制双臂",`int`，0表示成功，失败时抛出异常,method,https://support.agibot.com/?gdk_version=2.6.3#contents/reference/Python/robot.md
contents/reference/Python/robot.md,Python,Robot,joint_servo_control,joint_servo_control() [heading; full declaration NOT DOCUMENTED; SDK UNVERIFIED],关节位置伺服控制接口，需要以100hz的控制频率进行控制，支持正常模式和低延时模式，默认使用正常模式。,NO,DOCUMENTED_PARAMETERS; SDK_UNVERIFIED,660,"- `joint_servo_control_req`：`JointServoControlReq`对象，包含以下属性： | 属性名 | 类型 | 描述 | 单位 | | :--- | :--- | :--- | :--- | | `control_period` | `float` | 控制周期 | 秒 | | `joint_names` | `list[str]` | 关节名称列表 | 字符串列表 | | `joint_positions` | `list[float]` | 关节位置列表 | 弧度 | | `joint_velocities` | `list[float]` | 关节速度列表 | 弧度/秒 | - `enable_low_latency`：`bool`，可选参数，默认为`False`。 **参数说明**： - `control_period` 表示控制周期，单位为秒,建议比控制频率稍大 - `joint_names`、`joint_positions` 两个列表的长度必须相同 - `joint_positions` 中的值必须在对应关节的限位范围内（见下方关节限位值说明），否则将抛出异常 - `joint_names`、`joint_positions` 不能为空，否则将抛出异常 - `joint_velocities` 预留参数，目前不使用，可以为空 - `enable_low_latency` 用于选择控制通道，低延时模式适用于对实时性要求更高的场景",`int`，0表示成功，失败时抛出异常,method,https://support.agibot.com/?gdk_version=2.6.3#contents/reference/Python/robot.md
contents/reference/Python/robot.md,Python,Robot,move_head_joint_servo,move_head_joint_servo() [heading; full declaration NOT DOCUMENTED; SDK UNVERIFIED],头部关节位置伺服控制接口，需要以100hz的控制频率进行控制，支持正常模式和低延时模式，默认使用正常模式。,NO,DOCUMENTED_PARAMETERS; SDK_UNVERIFIED,1130,"- `positions`：`list[float]`，头部关节位置列表（弧度），按照""idx11_head_joint1"", ""idx12_head_joint2"", ""idx13_head_joint3""顺序 - `control_period`：`float`，控制周期（秒），建议比控制频率稍大 - `enable_low_latency`：`bool`，可选参数，默认为`False`，用于选择控制通道 **参数说明**： - `positions` 长度必须为3 - `positions` 中的值必须在对应关节的限位范围内（见下方关节限位值说明），否则将抛出异常 - `control_period` 表示控制周期，单位为秒，建议比控制频率稍大 - `enable_low_latency` 用于选择控制通道，低延时模式适用于对实时性要求更高的场景",`int`，0表示成功，失败时抛出异常,method,https://support.agibot.com/?gdk_version=2.6.3#contents/reference/Python/robot.md
contents/reference/Python/robot.md,Python,Robot,move_waist_joint_servo,move_waist_joint_servo() [heading; full declaration NOT DOCUMENTED; SDK UNVERIFIED],腰部关节位置伺服控制接口，需要以100hz的控制频率进行控制，支持正常模式和低延时模式，默认使用正常模式。,NO,DOCUMENTED_PARAMETERS; SDK_UNVERIFIED,1320,"- `positions`：`list[float]`，腰部关节位置列表（弧度），按照""idx01_body_joint1"", ""idx02_body_joint2"", ""idx03_body_joint3"", ""idx04_body_joint4"", ""idx05_body_joint5""顺序 - `control_period`：`float`，控制周期（秒），建议比控制频率稍大 - `enable_low_latency`：`bool`，可选参数，默认为`False`，用于选择控制通道 **参数说明**： - `positions` 长度必须为5 - `positions` 中的值必须在对应关节的限位范围内（见下方关节限位值说明），否则将抛出异常 - `control_period` 表示控制周期，单位为秒，建议比控制频率稍大 - `enable_low_latency` 用于选择控制通道，低延时模式适用于对实时性要求更高的场景",`int`，0表示成功，失败时抛出异常,method,https://support.agibot.com/?gdk_version=2.6.3#contents/reference/Python/robot.md
contents/reference/Python/robot.md,Python,Robot,move_arm_joint_servo,move_arm_joint_servo() [heading; full declaration NOT DOCUMENTED; SDK UNVERIFIED],手臂关节位置伺服控制接口，需要以100hz的控制频率进行控制，支持正常模式和低延时模式，默认使用正常模式。,NO,DOCUMENTED_PARAMETERS; SDK_UNVERIFIED,1521,"- `positions`：`list[float]`，手臂关节位置列表（弧度），按照""idx21_arm_l_joint1"", ""idx22_arm_l_joint2"", ""idx23_arm_l_joint3"", ""idx24_arm_l_joint4"", ""idx25_arm_l_joint5"", ""idx26_arm_l_joint6"", ""idx27_arm_l_joint7"", ""idx61_arm_r_joint1"", ""idx62_arm_r_joint2"", ""idx63_arm_r_joint3"", ""idx64_arm_r_joint4"", ""idx65_arm_r_joint5"", ""idx66_arm_r_joint6"", ""idx67_arm_r_joint7""顺序 - `control_period`：`float`，控制周期（秒），建议比控制频率稍大 - `control_group`：`int`，控制组，0表示控制左臂，1表示控制右臂，2表示控制双臂 - `enable_low_latency`：`bool`，可选参数，默认为`False`，用于选择控制通道 **参数说明**： - `positions` 长度必须为7(左臂或右臂)或14(双臂) - `positions` 中的值必须在对应关节的限位范围内（见下方关节限位值说明），否则将抛出异常 - `control_period` 表示控制周期，单位为秒，建议比控制频率稍大 - `control_group` 表示控制组，0表示控制左臂，1表示控制右臂，2表示控制双臂 - `enable_low_latency` 用于选择控制通道，低延时模式适用于对实时性要求更高的场景",`int`，0表示成功，失败时抛出异常,method,https://support.agibot.com/?gdk_version=2.6.3#contents/reference/Python/robot.md
